patient_id,first_name,last_name,gender,date_of_birth,ssn,address,city,state,postal_code,phone_number,email,blood_type,height,weight,bmi,temperature,heart_rate,blood_pressure,cholesterol,glucose,allergies,medications,diagnosis,family_history,last_visit_date,insurance_provider,insurance_policy_number,primary_care_physician,emergency_contact_name,emergency_contact_phone,emergency_contact_relationship,smoking_status,alcohol_consumption
152,Klement,Edworthy,Male,9/18/2017,137-70-1177,8 Surrey Parkway,Ōtsu-shi,,601-1386,867-448-4788,kedworthy47@columbia.edu,A-,64.79,159.27,379.418078391200645127,36.25,121,116,203,174,Pet dander,Paracetamol,Hypertension,Heart disease,11/11/2021,Aetna,1359835792,Klement Edworthy,Klement Edworthy,437-670-1321,Spouse,false,true
153,Spence,Burbage,Male,1/14/1959,141-90-6048,78968 Sommers Court,Wewoloe,,,254-509-7952,sburbage48@oaic.gov.au,A+,78.93,262.92,422.026204437217414234,39.05,92,172,192,115,Pollen,Paracetamol,Diabetes,Cancer,3/21/2020,Blue Cross Blue Shield,7870712336,Spence Burbage,Spence Burbage,943-259-4214,Parent,true,false
154,Lyman,Kindread,Male,10/27/1951,752-01-3240,9 School Road,Ambarita,,,211-500-4536,lkindread49@cyberchimps.com,A-,73.74,237.08,436.002171256974324423,40.29,65,185,106,288,Food,Ibuprofen,Hypertension,Heart disease,7/25/2021,Aetna,2891324177,Lyman Kindread,Lyman Kindread,603-433-3136,Sibling,false,false
155,Loralee,Garmans,Female,5/11/1997,402-02-1528,3757 Mcguire Circle,Ishikari,,637-0404,949-294-1646,lgarmans4a@upenn.edu,O-,75.88,279.82,485.986390852687802426,41.99,85,110,227,122,Food,Aspirin,Diabetes,Alzheimer's,10/2/2021,Blue Cross Blue Shield,4357113524,Loralee Garmans,Loralee Garmans,119-107-7889,Parent,true,true
156,Kirsten,Brisker,Female,6/18/1966,520-21-0664,091 Sugar Pass,Ust’-Labinsk,,385321,233-323-1653,kbrisker4b@phoca.cz,O-,73.64,127.68,235.44816732516424575,36.22,97,87,221,86,Dust,Aspirin,Asthma,Heart disease,3/16/2021,Blue Cross Blue Shield,6294373875,Kirsten Brisker,Kirsten Brisker,611-892-9442,Spouse,false,false
157,Lissi,Hunnaball,Female,12/5/1999,859-77-9668,608 Arapahoe Center,Golbey,Lorraine,88194 CEDEX,961-946-0145,lhunnaball4c@japanpost.jp,O+,69.07,402.85,844.43155921515258806,36.07,180,157,150,276,Food,Ibuprofen,Diabetes,Alzheimer's,12/22/2021,Cigna,1721347690,Lissi Hunnaball,Lissi Hunnaball,323-344-3987,Spouse,true,false
158,Kellina,Merriment,Female,6/30/1969,490-91-2480,73439 Memorial Pass,Liozon,,6043,842-120-0998,kmerriment4d@whitehouse.gov,O-,80.06,390.84,609.772498255586351705,40.76,136,185,174,194,Dust,Ibuprofen,Asthma,Alzheimer's,10/14/2021,Blue Cross Blue Shield,5222139466,Kellina Merriment,Kellina Merriment,498-543-9374,Sibling,false,false
159,Jillene,Mollnar,Female,6/25/2005,808-65-2909,603 Coleman Circle,Bakulong,,3119,144-364-4633,jmollnar4e@liveinternet.ru,AB-,83.54,267.92,383.898303287569117313,35.99,130,154,254,122,Pet dander,Paracetamol,Asthma,Alzheimer's,9/25/2020,Aetna,5091965388,Jillene Mollnar,Jillene Mollnar,466-360-7975,Spouse,false,false
160,Neal,Mains,Male,6/5/2017,841-65-1280,9021 Milwaukee Trail,Sindou,,,791-760-4678,nmains4f@privacy.gov.au,O+,57.23,109.75,335.086581640265762282,36.47,154,88,224,133,Pollen,Aspirin,Diabetes,Heart disease,9/24/2020,Aetna,3887897334,Neal Mains,Neal Mains,262-503-5867,Sibling,false,false
161,Nora,Dowtry,Female,12/8/2017,825-16-7377,3 Lawn Trail,Paiçandu,,87140-000,175-702-2136,ndowtry4g@cmu.edu,A-,56.87,484.47,1497.960745680017193758,40.06,181,141,223,136,Dust,Ibuprofen,Hypertension,Cancer,12/9/2020,Blue Cross Blue Shield,5077749433,Nora Dowtry,Nora Dowtry,423-974-8836,Sibling,true,true
162,Britta,Parton,Non-binary,5/4/1980,392-27-3802,2 Blackbird Trail,Fatikchari,,4355,970-479-6834,bparton4h@telegraph.co.uk,O-,79.58,275.33,434.75608088481112925,40.38,48,99,154,237,Food,Aspirin,Diabetes,Cancer,11/6/2020,Aetna,9379274876,Britta Parton,Britta Parton,420-197-5624,Sibling,false,false
163,Viviyan,Bickerdicke,Female,1/19/1984,245-95-2513,36739 American Ash Plaza,Conception Bay South,Newfoundland and Labrador,A1X,752-973-9367,vbickerdicke4i@nytimes.com,B-,53.48,498.05,1741.366347257084901338,40.14,158,103,131,260,Dust,Ibuprofen,Asthma,Alzheimer's,4/1/2020,Cigna,2706427617,Viviyan Bickerdicke,Viviyan Bickerdicke,611-133-3029,Parent,true,true
164,Wynnie,Fouracres,Female,5/29/1969,741-30-1948,1 Maryland Junction,Pegões,Setúbal,2985-209,797-104-1972,wfouracres4j@cocolog-nifty.com,A-,80.81,163.7,250.679295717054649664,37.45,164,73,175,135,Dust,Paracetamol,Diabetes,Alzheimer's,11/1/2020,Cigna,7964743228,Wynnie Fouracres,Wynnie Fouracres,178-813-1663,Sibling,true,true
165,Haroun,Zannetti,Male,8/24/1999,279-80-8711,0059 Butternut Place,Cedry Wielkie,,83-020,146-255-2287,hzannetti4k@independent.co.uk,A+,72.41,499.41,952.489373824395793102,35.16,128,162,189,203,Pet dander,Paracetamol,Hypertension,Heart disease,1/3/2021,Aetna,5387151669,Haroun Zannetti,Haroun Zannetti,500-147-8440,Parent,true,true
166,Chandler,Whooley,Male,12/10/1955,882-26-9643,08 Arkansas Place,Azun Atme,,,544-619-4665,cwhooley4l@webnode.com,AB+,50.6,334.69,1307.198987642362792732,40.96,96,127,129,255,Dust,Aspirin,Hypertension,Cancer,8/23/2020,Aetna,3351509683,Chandler Whooley,Chandler Whooley,630-517-7305,Parent,false,false
167,Mara,Culshew,Female,1/25/1955,305-13-7188,69 Cody Hill,Takeshiken,,,361-113-9039,mculshew4m@ox.ac.uk,O-,89.0,59.33,74.902158818331018811,38.11,120,190,275,297,Pollen,Paracetamol,Asthma,Cancer,9/17/2020,Cigna,8408088218,Mara Culshew,Mara Culshew,712-683-5322,Spouse,false,false
168,Rebeka,Evison,Female,2/9/1975,298-71-1733,02 Artisan Place,Tabug,,2905,146-423-5717,revison4n@ihg.com,O+,60.4,423.48,1160.804350686373404675,37.02,85,92,201,110,Food,Paracetamol,Asthma,Alzheimer's,5/31/2021,Blue Cross Blue Shield,1107443809,Rebeka Evison,Rebeka Evison,215-952-0338,Parent,true,true
169,Jackelyn,Makey,Female,9/9/2008,239-63-1123,6336 Meadow Vale Circle,Tuluá,,763029,614-282-3481,jmakey4o@nih.gov,A+,72.31,105.73,202.209478500932567624,36.46,118,110,150,214,Pollen,Paracetamol,Asthma,Cancer,7/18/2020,Cigna,6378605804,Jackelyn Makey,Jackelyn Makey,197-288-0657,Sibling,false,true
170,Minne,Newarte,Female,9/22/1968,137-16-5370,86 Cardinal Trail,Taoyuan,,,513-646-9870,mnewarte4p@plala.or.jp,O-,55.15,96.82,318.327416614540908377,39.6,60,116,293,122,Pollen,Aspirin,Diabetes,Alzheimer's,11/26/2020,Blue Cross Blue Shield,4589982104,Minne Newarte,Minne Newarte,921-720-8742,Parent,true,false
171,Suzie,Rollitt,Female,11/1/1952,637-63-1339,78782 Dakota Plaza,Troyes,Champagne-Ardenne,10081 CEDEX,180-513-8099,srollitt4q@discovery.com,B+,57.78,90.34,270.598267188621190103,37.48,76,188,289,226,Food,Paracetamol,Asthma,Heart disease,12/5/2021,Cigna,4553269369,Suzie Rollitt,Suzie Rollitt,448-936-4524,Sibling,false,false
172,Cicely,Stetlye,Female,5/23/2013,704-44-3790,43 Old Shore Park,Santo Adrião Vizela,Braga,4815-668,818-213-9976,cstetlye4r@whitehouse.gov,AB+,56.76,467.88,1452.277830172515260278,36.43,166,74,267,109,Pet dander,Aspirin,Hypertension,Cancer,3/10/2021,Cigna,7189573448,Cicely Stetlye,Cicely Stetlye,285-448-1133,Parent,false,false
173,Earle,Grundwater,Male,7/28/1991,737-12-1626,8062 7th Pass,Nybro,Kalmar,382 43,149-535-8485,egrundwater4s@census.gov,O+,88.15,313.28,403.169840507385537916,37.8,158,179,214,186,Food,Paracetamol,Hypertension,Heart disease,7/3/2020,Cigna,5398562407,Earle Grundwater,Earle Grundwater,811-159-3748,Spouse,true,true
174,Philippe,Ivankin,Female,3/7/1954,530-09-3448,9 Novick Park,Settat,,,749-953-7239,pivankin4t@dyndns.org,B-,56.98,228.17,702.770709790716810724,38.24,200,95,249,153,Pollen,Ibuprofen,Asthma,Cancer,1/8/2021,Blue Cross Blue Shield,8396449673,Philippe Ivankin,Philippe Ivankin,932-552-8013,Sibling,true,true
175,Cassi,Room,Female,4/30/1954,124-99-8767,4931 Caliangt Trail,Kalpin,,,697-296-1514,croom4u@nytimes.com,AB+,56.94,248.77,767.296258584853645263,35.02,85,186,104,104,Food,Paracetamol,Asthma,Alzheimer's,9/5/2020,Aetna,8178476790,Cassi Room,Cassi Room,224-880-1958,Spouse,false,true
176,Jana,Annion,Female,10/19/1997,516-66-3015,3406 Mcbride Point,Vřesina,,747 20,690-847-8622,jannion4v@amazonaws.com,A+,80.93,454.86,694.478277812350369253,35.81,93,81,199,122,Pollen,Paracetamol,Hypertension,Alzheimer's,4/8/2020,Cigna,2541324738,Jana Annion,Jana Annion,656-452-3776,Parent,true,true
177,Grenville,Lumsden,Male,10/23/2004,555-84-0431,886 Lillian Trail,Yushikalasu,,,585-313-9774,glumsden4w@parallels.com,AB-,69.94,345.12,705.535501691101870969,38.13,57,142,151,177,Pet dander,Ibuprofen,Hypertension,Alzheimer's,2/14/2020,Cigna,7564158906,Grenville Lumsden,Grenville Lumsden,376-656-3173,Sibling,true,false
178,Ceciley,Kroger,Female,11/19/2021,634-95-6722,904 Summit Point,Lubenec,,439 83,873-195-3198,ckroger4x@vkontakte.ru,AB-,65.06,302.28,714.136606763422711132,41.4,173,67,262,282,Dust,Ibuprofen,Asthma,Heart disease,1/18/2020,Blue Cross Blue Shield,3867584263,Ceciley Kroger,Ceciley Kroger,824-830-3718,Sibling,false,true
179,Isak,Das,Male,4/29/1967,620-71-0762,408 Corscot Lane,Simbal,,,608-205-6087,idas4y@blog.com,AB-,85.77,460.0,625.297959575,38.8,111,156,187,137,Food,Aspirin,Diabetes,Alzheimer's,2/9/2021,Blue Cross Blue Shield,1121485642,Isak Das,Isak Das,488-895-6063,Spouse,true,false
180,Thomasa,Adamsen,Female,12/4/1957,321-46-7935,7 East Junction,Lobão,Aveiro,4505-427,795-340-0851,tadamsen4z@wikimedia.org,A+,87.59,393.64,513.086006778329652702,41.17,74,84,293,123,Food,Aspirin,Asthma,Heart disease,6/1/2021,Cigna,3543996561,Thomasa Adamsen,Thomasa Adamsen,985-127-1765,Parent,false,false
181,Lazar,Curzey,Male,7/30/1959,846-80-3342,1 Heath Street,Sabana Grande de Palenque,,11704,762-330-0574,lcurzey50@pagesperso-orange.fr,AB-,74.78,371.69,664.675935208286108539,35.55,159,192,263,282,Food,Aspirin,Diabetes,Alzheimer's,7/27/2021,Blue Cross Blue Shield,6871003265,Lazar Curzey,Lazar Curzey,161-213-5567,Spouse,true,true
182,Gloriana,Pley,Female,11/11/1982,456-69-3168,20186 Bayside Avenue,Baiquan,,,402-785-5875,gpley51@ft.com,B-,75.95,490.7,850.668794349908835245,38.03,131,137,176,98,Pet dander,Aspirin,Hypertension,Alzheimer's,9/24/2021,Blue Cross Blue Shield,1841791387,Gloriana Pley,Gloriana Pley,231-855-7086,Sibling,false,true
183,Adella,Montel,Female,7/19/1953,415-20-0349,9798 Monterey Park,Severoural’sk,,624486,878-549-1689,amontel52@reference.com,O+,58.39,356.68,1046.168905008021811278,37.45,114,200,213,180,Dust,Aspirin,Hypertension,Alzheimer's,10/7/2021,Aetna,2463203887,Adella Montel,Adella Montel,150-886-9514,Parent,false,true
184,Haskel,McCrorie,Male,12/22/2012,800-10-1136,741 Londonderry Alley,Zimovniki,,347460,191-186-1921,hmccrorie53@dell.com,A+,88.54,151.12,192.771536797856592774,35.25,114,155,211,285,Pet dander,Paracetamol,Diabetes,Cancer,8/23/2020,Cigna,6806457047,Haskel McCrorie,Haskel McCrorie,338-840-0556,Sibling,true,false
185,Emelina,Lippitt,Female,5/3/2009,348-38-3461,1 Mesta Road,Téra,,,882-836-1245,elippitt54@yahoo.co.jp,B-,72.47,248.84,473.809397279373645455,36.98,189,147,235,124,Pet dander,Ibuprofen,Hypertension,Alzheimer's,4/4/2021,Blue Cross Blue Shield,7478814459,Emelina Lippitt,Emelina Lippitt,942-747-7253,Sibling,true,true
186,Neely,Norssister,Female,7/9/2022,351-03-1417,415 Elmside Parkway,Bagarmossen,Stockholm,128 48,223-673-0876,nnorssister55@intel.com,B-,53.42,140.8,493.395162849138401688,39.61,182,108,136,215,Food,Paracetamol,Diabetes,Alzheimer's,5/10/2021,Aetna,8409065187,Neely Norssister,Neely Norssister,490-846-1243,Sibling,true,true
187,Fielding,Mayers,Male,8/18/1980,674-51-8011,979 Barnett Road,Zhoutian,,,742-924-7994,fmayers56@facebook.com,O+,83.62,175.93,251.60517897361562234,37.98,79,90,217,153,Dust,Ibuprofen,Asthma,Alzheimer's,2/27/2020,Blue Cross Blue Shield,2367286545,Fielding Mayers,Fielding Mayers,664-229-1031,Parent,false,true
188,Ada,Pendreigh,Female,6/7/2019,397-83-3305,089 Brown Trail,Batanovtsi,,2356,733-120-5993,apendreigh57@psu.edu,A-,82.43,245.72,361.634542804059084303,37.55,141,64,134,198,Dust,Paracetamol,Hypertension,Cancer,12/18/2021,Blue Cross Blue Shield,1579884800,Ada Pendreigh,Ada Pendreigh,720-630-2565,Spouse,false,true
189,Krishna,Courtonne,Male,2/27/1975,810-58-8157,006 Cardinal Lane,Castanheira de Pêra,Leiria,3280-011,667-366-3383,kcourtonne58@sakura.ne.jp,AB+,66.44,88.43,200.327410607262766857,35.41,160,186,146,211,Pollen,Paracetamol,Hypertension,Cancer,5/20/2021,Cigna,4416341228,Krishna Courtonne,Krishna Courtonne,354-692-0581,Spouse,true,true
190,Babette,Barnby,Female,9/14/2019,238-33-0558,5746 Vera Park,Ouro Branco,,59347-000,327-186-2978,bbarnby59@wix.com,B-,80.56,416.87,642.335207667479579389,41.03,82,125,233,142,Dust,Paracetamol,Asthma,Heart disease,5/25/2021,Blue Cross Blue Shield,9710728321,Babette Barnby,Babette Barnby,903-337-1669,Parent,false,true
191,Haydon,Eilhermann,Polygender,2/16/2017,803-02-5880,1100 Sutteridge Park,Matagalpa,,,210-229-9485,heilhermann5a@vinaora.com,B-,78.2,423.54,692.597510482008882726,35.06,196,161,169,130,Food,Paracetamol,Diabetes,Alzheimer's,4/30/2020,Blue Cross Blue Shield,2301832077,Haydon Eilhermann,Haydon Eilhermann,461-272-0909,Parent,true,false
192,Corette,Blyth,Female,7/27/1978,215-64-2291,11 Boyd Plaza,Kawęczyn,,62-704,614-710-6772,cblyth5b@walmart.com,AB-,86.81,415.41,551.235824646524555724,37.45,59,79,296,164,Pollen,Ibuprofen,Diabetes,Cancer,2/2/2020,Aetna,8682676657,Corette Blyth,Corette Blyth,985-246-4380,Parent,false,true
193,Kellie,Hawyes,Female,4/8/1992,189-76-0914,918 Tomscot Trail,Linköping,Östergötland,585 97,397-723-3375,khawyes5c@123-reg.co.uk,B-,64.49,122.36,294.208160352391935667,36.31,45,73,286,239,Dust,Aspirin,Asthma,Cancer,8/9/2020,Cigna,7376268950,Kellie Hawyes,Kellie Hawyes,756-613-6043,Parent,true,true
194,Denver,Tussaine,Male,1/18/2001,406-18-7184,2 Fisk Point,Huanggang,,,849-526-0081,dtussaine5d@sun.com,B-,65.48,422.43,985.229510454072720447,36.02,70,111,217,118,Dust,Paracetamol,Asthma,Cancer,7/14/2021,Aetna,2254918336,Denver Tussaine,Denver Tussaine,675-660-2841,Sibling,true,false
195,Eliot,Serotsky,Male,5/29/1970,110-18-9997,8 Canary Road,Páchni,,,845-801-9808,eserotsky5e@comsenz.com,AB+,85.68,479.34,652.957261335906911784,39.43,175,176,194,293,Dust,Paracetamol,Asthma,Heart disease,7/10/2020,Aetna,2739742399,Eliot Serotsky,Eliot Serotsky,192-993-1649,Spouse,true,true
196,Oralee,Conkay,Female,11/30/1986,223-16-1741,014 Nova Alley,Ampelákia,,,811-682-2274,oconkay5f@symantec.com,A+,64.82,304.63,725.027729698580961057,36.18,103,185,205,247,Pollen,Aspirin,Hypertension,Heart disease,3/6/2020,Blue Cross Blue Shield,4672300468,Oralee Conkay,Oralee Conkay,980-806-7215,Spouse,true,true
197,Lefty,Gibard,Male,6/25/2016,118-03-0886,185 Dakota Center,Ganyesa,,8623,394-602-2314,lgibard5g@163.com,B+,50.77,477.87,1853.938998668098441767,41.3,110,89,221,157,Dust,Aspirin,Hypertension,Alzheimer's,7/25/2021,Blue Cross Blue Shield,9933475707,Lefty Gibard,Lefty Gibard,545-423-2117,Spouse,false,false
198,Jules,Furmenger,Male,8/25/1993,659-91-7575,0 Brickson Park Terrace,Hronov,,549 31,524-897-4220,jfurmenger5h@springer.com,O+,60.39,134.48,368.746274457512068777,40.19,79,197,213,106,Pollen,Ibuprofen,Hypertension,Cancer,9/1/2021,Aetna,6856355848,Jules Furmenger,Jules Furmenger,499-320-9712,Spouse,true,false
199,Querida,Pennycuick,Female,4/17/1994,468-21-1715,5474 Hanover Way,Kamionka,,21-132,703-635-4480,qpennycuick5i@lulu.com,O-,62.75,495.33,1257.960984746273868669,36.8,55,191,198,277,Food,Paracetamol,Hypertension,Cancer,3/31/2021,Aetna,2461953927,Querida Pennycuick,Querida Pennycuick,960-772-2031,Sibling,true,false
200,Tan,Bakesef,Genderfluid,1/24/1951,745-81-5061,94 East Way,Sampangan,,,508-123-3015,tbakesef5j@de.vu,B+,72.75,327.36,618.528359372232259893,40.52,65,78,294,139,Pet dander,Paracetamol,Asthma,Heart disease,10/9/2021,Cigna,9431309281,Tan Bakesef,Tan Bakesef,695-383-4380,Parent,true,true
